;X.102;X;pealkiri;url;rubriik;kuupaev;sisu;X.1;X.2;X.3;X.4;X.5;X.6;X.7;X.8;X.9;X.10;X.11;X.12;X.13;X.14;X.15;X.16;X.17;X.18;X.19;X.20;X.21;X.22;X.23;X.24;X.25;X.26;X.27;X.28;X.29;X.30;X.31;X.32;X.33;X.34;X.35;X.36;X.37;X.38;X.39;X.40;X.41;X.42;X.43;X.44;X.45;X.46;X.47;X.48;X.49;X.50;X.51;X.52;X.53;X.54;X.55;X.56;X.57;X.58;X.59;X.60;X.61;X.62;X.63;X.64;X.65;X.66;X.67;X.68;X.69;X.70;X.71;X.72;X.73;X.74;X.75;X.76;X.77;X.78;X.79;X.80;X.81;X.82;X.83;X.84;X.85;X.86;X.87;X.88;X.89;X.90;X.91;X.92;X.93;X.94;X.95;X.96;X.97;X.98;X.99;X.100;X.101
2315;2315;2315;Paljassaare loomekeskkond Naked Island võtab kuju;https://www.postimees.ee/7224251/paljassaare-loomekeskkond-naked-island-votab-kuju;Kunst;13.04.2021, 20:56 ;Naked Island hakkab tasapisi valmis saama. See on kunstike enda poolt ja oma vajaduste põhiselt loodud kunstitootmiskompleks. See on vajalik loojatele, et katsetada ideid materjalis, välja töötada prototüüpe, luua kunstiteoseid ja toota objekte näituste ja esitluste tarvis, ütleb üks Naked Islandi neljast eestvedajast, kuraator ja kunstiteadlane Rael Artel.Ta põhjendab sellise kompleksi vajalikkust täpsemalt: Igaühel pole kodus võimalik teha tisleritööd või keevitada – sellise töökoja koju ehitamine pole ka mõistlik. Seepärast on loomeettevõtetele vaja võimalust paindlikult ja vajaduse järgi neid tootmisvõimalusi kasutada.Lõbusa nime sai Naked Islandi loomekeskkond asukoha järgi. Me asume Paljassaare poolsaare alguses, selgitab Artel, ja Naked Island ongi tõlkes paljas saar.Iseenesest saab seal väiksemaid tööpindu rentida juba praegu. Naked Islandi teine eestvedaja Flo Kasearu lisab: Kes tahab mingit ruumi juba praegu oma projekti tegemise jaoks, siis see võimalus on juba olemas – mingu kodulehele ja võtku ühendust. Kuid pandeemia oludes on raske midagi suurelt välja kuulutada ning seega töökodade ühtset pidulikku avamist ei toimu.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7336;7336;7335;Täna algas Eesti ajaloo suurim vaimse tervise geeniuuring;https://www.postimees.ee/7201586/tana-algas-eesti-ajaloo-suurim-vaimse-tervise-geeniuuring;Tervis;15.03.2021, 09:26 ;Tänasest 18. aprillini saavad kõik geenidoonorid osaleda Eesti seni suurimas vaimset tervist ja heaolu käsitlevas geeniuuringus.Ligi pooled inimesed kogevad elu jooksul mõnda vaimse tervise probleemi, kuid siiani on nende täpsed tekkepõhjused olnud teadmata. Kogu maailmas ainulaadne Tartu Ülikooli Eesti geenivaramu teadusuuring aitab luua selles osas selgust. Samuti loovad uuringu tulemused aluse personaalmeditsiini lahenduste arendamiseks vaimse tervise valdkonnas.Iga geenidoonori panus on tähtis, sest võimalikult mitmekesise teabe analüüsimine võimaldab paremini mõista, miks esinevad inimeste vaimses tervises nii suured erinevused, ütles uuringu üks eestvedajatest neuropsühhiaatrilise geneetika kaasprofessor Kelli Lehto. Uuringus osalemiseks kutsutakse kõiki 200 000 geenidoonorit täitma veebiküsimustikku. Iga täidetud küsimustik suurendab tulemuste täpsust, mis omakorda loob suuremat mõju personaalmeditsiini arengule. Seni on personaalmeditsiin keskendunud suures osas füüsiliste haiguste paremale diagnoosimisele ja ravile, kuid vaimne tervis on jäänud tagaplaanile, lisas Lehto.Uuringu kaasjuhi professor Lili Milani sõnul liigub meditsiin kogu maailmas suunas, kus igale inimesele leitakse just talle sobiv ennetus- või raviplaan. Uuring aitab tuvastada seni teadmata seoseid vaimse tervise probleemide ja geenide vahel, mis võimaldavad astuda järgmist sammu tervisedenduses, mida iseloomustab kasvav personaalsus ning tervishoiusektori ressursside võimalikult tõhus kasutamine, lisas Milani.Kliinilise psühholoogi Anna-Kaisa Oidermaa sõnul ilmneb mõni vaimse tervise probleem elu jooksul ligikaudu 50 protsenti inimestest. Depressioon, ärevus, keskendumisraskused ja rahutu uni on ühed sagedamini esinevad vaimse tervise probleemid, millega on paljudel isiklik kokkupuude. Koroonakriis on toonud vaimse tervise ja heaolu teemad tähelepanu keskmesse. Olukorrad, mida iseloomustab teadmatus ja mille tõttu kaasneb vajadus muutustega kiiresti kohaneda, on paljude inimeste vaimsele tervisele suureks katsumuseks, tõdes Oidermaa. Geeniuuringu tulemustest saavad tulevikus kasu ka vaimse tervise spetsialistid. Uued teadmised geenide, keskkonna ja vaimse tervise omavahelistest seostest loovad võimaluse paremaks ennetuseks, täpsemaks diagnoosimiseks ning tõhusamaks raviks ja raviplaanideks, mis lähtuvad iga inimese personaalsest eelsoodumustest ja läbielamistest, selgitas Milani.Uuringus on oodatud osalema kõik geenidoonorid. Lehto sõnul ei oma tähtsust, kas inimesel on elu jooksul vaimse tervise probleem esinenud või mitte. Küsimustik pakub täitjale head võimalust ka enese vaimse tervise erinevate tahkude peale mõtlemiseks. Kuigi uuringu käigus me vastajatele personaalset vaimse tervise tagasisidet ei anna, saab iga geenidoonor oma osalemisega panustada olulisse teadustöösse, mis aitab tulevikus parandada väga paljude inimeste ja nende lähedaste elukvaliteeti, ütles Lehto.Küsimustiku täitmiseks ja täpsema info saamiseks uuringu kohta külasta veebilehekülge www.geenidoonor.ee/vaimnetervis. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55401;55401;55061;Liverpooli huviorbiidis tiirlev Saksamaa ründeäss jõudis tippmargini;https://www.postimees.ee/6980734/liverpooli-huviorbiidis-tiirlev-saksamaa-rundeass-joudis-tippmargini;Jalgpall;24.05.2020, 18:21 ;"Timo Werner on Saksamaa jalgpalli ilmselt parim ründaja, kes on tänavu suurepärases hoos. Tänases liigakohtumises Mainzi vastu hiilgas Leipzigi väle väravakütt kübaratrikiga.24-aastane Werner avas 11. minutil skoori, realiseerides Konrad Laimeri söödu. Saksamaa koondise eest 29 mänguga 11 väravat löönud ründaja jõudis sihile ka 48. ja 75. minutil. 5:0 võidumängus said tabamuse kirja ka Yussuf Poulsen ja Marcel Sabitzer.Tänase kübaratrikiga koos on Werner sel hooajal Bundesligas skoorinud 27 vooruga 24 korda. Tegemist on mehe isikliku rekordiga: hooajal 2016/17 sai ta jala või pea valgeks 21 juhul.Leipzigi kindel võit tähendab, et Bundesliga tipp on endiselt mõnusalt tihe. Liidrit Müncheni Bayernit ja viiendat kohta hoidvat Mönchengladbachi Borussiat lahutab üheksa silma.Viimases EM-valiksarjas kaks korda ka Eesti võrku sahistanud Wernerit on pikalt paari pandud valitseva Meistrite liiga tšempioni Liverpooliga. Kuna sakslane on aga suurepärane mängija ning mitu hooaega olnud heas vormis, on tema üleminekutasu väga suur, kuid koroonakriisi tõttu pole klubid ilmselt võimelised seda maksma. Muidugi, midagi pole kivisse raiutud.Standings provided by SofaScore LiveScoresofa_embed('sofa-standings-embed-42-23538', window);";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52067;52067;51728;Šveitsis leiti rongist üle 3 kilogrammi kulda, kuid omanikku ei ole leitud;https://www.postimees.ee/6996758/sveitsis-leiti-rongist-ule-3-kilogrammi-kulda-kuid-omanikku-ei-ole-leitud;Kirev elu;15.06.2020, 08:41 ;Keegi unustas Šveitsis möödunud aasta oktoobris rongi üle 3 kilogrammi kullakange, kuid isik, kellele need kuuluvad, ei ole endast võimudele märku andnud.Politsei otsib seni, kellele kuulub 170 000 euro eest väärismetalli, mis leiti möödunud sügisel St. Galleni ja Luzerni vahelisel raudteelõigul ühest vagunist, teatab bbc.com.Kuld on Luzerni prokuratuuris ja selle omanikul on aega viis aastat sellele järele tulla, pärast seda läheb kuld riigile.Ei ole teada, kuids prokurörid ja politsei teevad kindlaks, kas kuld kuulub isikule, kes väidab end selle omaniku olevat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33801;33801;33463;Õudusjudinad Sõpruse suurel ekraanil;https://www.postimees.ee/7082399/oudusjudinad-sopruse-suurel-ekraanil;Film;9.10.2020, 15:47 ;"Juba sel pühapäeval saab hoo sisse kino Sõprus Halloweeni-eri. Alates 11. oktoobrist igal  pühapäeval tuuakse Sõpruse ekraanile neli õudusklassikasse kuuluvat filmi. Avalöögi annab The Evil Dead. Sellele järgneb 1958. aasta Dracula ning seejärel Elm Streeti luupainaja ja Vaimude väljaajaja.Halloweeni-eri avafilm, Sam Raimi debüütfilm Õelad surnud, on tõeline kultusfilm ja iseseisva kinokunsti etalon, mille suurelt ekraanilt nägemine peaks kuuluma iga filmitudengi/kinofiili kohustusliku vaatamise hulka. H.P. Lovecraftist ja Surnute raamatust inspireeritud filmi tegemiseks pidid Raimi ja tema peaosalist kehastav lapsepõlvesõber Bruce Campbell raha lähedastelt inimestelt kokku kerjama. Võtteperioodi iseloomustasid meeskonna kogenematusest tingitud eksimused ja katsetused, mille tulemusena näitlejad pidid pidevalt oma tervist ohtu seadma samal ajal kui lavastaja aina omapärasemaid ja võikamaid misanstseene välja mõtles.Tulemuseks oli iga filmitegija unistus: maailma esilinastus Cannes’i filmifestivalil; kassatulu, mis ületas eelarve rohkem kui kümnekordselt ja jala saamine Hollywoodi suurstuudiote ukse vahele. Lisaks veel õudusjuttude isafiguuri Stephen Kingi ülistavad sõnad filmi originaalsuse ja innovatiivsuse kohta.1958. aasta Dracula on üks paljudest Bram Stokeri raamatu ekraniseeringutest. See on ka üks mitmest filmist, kus Dracula on Sir Christopher Lee, legendaarne gooti kurjus näitleja kehas. Aga võib öelda, et just Terence Fisheri poolt tehtud versioon on andnud aristokraatlikule vereimejale sensuaalse ja võika hoiaku, mille järgi seda tegelast tänini peamiselt tuntakse. Film on tehtud kuulsas briti filmistuudios Hammer Film Productions, mis tõi 50ndatel rahvusvahelisse kinolevisse lisaks Draculale ka tuntud versioonid Frankensteinist või Muumiast.Elm Streeti luupainaja lavastaja Wes Craven on sotsiaalselt tundliku ja igasuguse status quo-vastase õudusfilmižanri teerajajatest. Baptistlikust kogukonnast pärit endine akadeemiline õppejõud Craven alustas filmitegijana pornofilmitööstuses enne kui jõudis uurivast dokumentalistikast inspireeritud ja inimlikke väärtusi kahtluse alla seadvate läbimurdetöödeni Viimane maja vasakul (1972) ja Mägedel on silmad (1977). Elm Streeti luupainaja on tema vaieldamatult tähtsaim panus maailma filmiajalukku.Vaimude väljaajaja on üks läbi aegade edukamaid õudusfilme. William Friedkini klassikaline Vaimude väljaajaja  oli omast ajast nii ees, et film pakub siiani väga hirmutavat kogemust. 1973. aastal teatati, et mitmed inimesed minestasid, oksendasid ja lausa põgenesid kinosaalist. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15910;15910;15909;Jaak Aab: ma ise ka eelistasin riigihalduse ministeeriumit;https://www.postimees.ee/7163328/jaak-aab-ma-ise-ka-eelistasin-riigihalduse-ministeeriumit;Poliitika;24.01.2021, 14:34 ;Hetkel haridusministrina töötavast Jaak Aabist saab uues valitsuses taas riigihaldusminister. Tema rõõmuks sai ta ministeeriumi, mida ta ise ka soovis. Ta selgitas Postimehele, et on olnud läbirääkimiste laua taga terve nädala. Ja millised ministeeriumeid on meil võimalik sisustada, seda saime teada reede õhtul ja eks eile nägime pikalt vaeva, lausus Aab. Aabi sõnul ka tema otsis väärikaid ministrikandidaate. Eks neid arutelusid oli ja need on keerulised, tuleb arutada erinevaid kombinatsioone. Mulle pakuti ka teisi ministeeriumeid, aga ma soovisin seda ja selle ma ka sain, vastas Aab küsimusele, kas erakonnas pakuti talle ka teisi kohti. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66910;66910;66567;Faktikontroll Trumpi enesehinnangule;https://www.postimees.ee/6926006/faktikontroll-trumpi-enesehinnangule;Arvamus;18.03.2020, 00:00 ;Postimehe faktikontroll võtab luubi alla ühiskondlikus arutelus esitatavaid faktiväiteid, mille paikapidavus pole ilmselge.VÄIDEDonald Trump ja asepresident Mike Pence on juba päevi kiitnud enda viiruse kontrolli alla saamise meetmeid. Trumpi sõnul on USA saavutanud hiiglaslikku progressi. Reedel toimunud pressikonverentsil nentis president, et võrreldes teiste riikidega on Ameerika edu uskumatu. Samuti lubas Trump vähendada viiruse levikut Euroopaga piiride sulgemise ja koju naasnud USA kodanike testimise kaudu.KONTROLLPresidendi algne reaktsioon viiruse levikule USA-s näitas, et ta ei uskunud, et tegu on tõsise probleemiga. Veebruari lõpus ütles Trump, et viirus on pettus. Üle-eelmisel teisipäeval mainis ta, et viirus pole tõsisem kui tavaline gripp ja mureks pole põhjust. Soe ilm pidi leviku peatama. Sellised väljaütlemised vähendasid kodanike valmidust ajal, kui viiruse levik oli alles algstaadiumites.See algne kergemeelsus aitas viiruse levikule kaasa. Kõige suuremaks probleemiks osutus testide puudus, mis tekitas olukorra, kus ametlik statistika näitas pigem väikest nakatunute hulka. Mitu nädalat peale esimest nakatunut oli USA testinud ainult 16 tuhat inimest. Näiteks  rohkem kui kuus korda väiksemas Lõuna-Koreas testiti vaid ühe nädalaga 66 tuhat. Seega, esimene probleem USA-s oli ebausaldusväärne informatsioon viiruse leviku kiiruse ja mahu kohta.Sellel probleemil olid pikemad juured. Ameerika ei olnud valmis reageerima viiruse levikule, sest mitmed tervisekaitse organid on olnud viimaste aastate jooksul alarahastatud või hoopis kinni pandud. Eelmine aasta suleti USA valitsuse finantseeritud programm, mille eesmärk oli uurida ja ennetada loomadelt inimestele levivaid uusi viiruseid (selline võis olla COVID-19). Aasta enne seda koondati riikliku julgeoleku nõukogu epideemiate eest vastutav Timothy Ziemer ja terve tema tiim. Kõik see toimus samal ajal, kui Ameerika haiguste tõrje ja ennetamise keskustele eraldatud eelarve vähenes. Ameerika Ühendriikide võimetus kiiresti ja efektiivselt reageerida viirusele tulenes sellest, et Trumpi valitsus oli mitu aastat nõrgestanud tervise eest vastutavaid riigiorganeid.Eelmise nädal lõpuks oli selge, et valitsuse algne kergemeelsus ei olnud jätkusuutlik. Haigestunute hulk kasvas ja mitmed osariigid ja linnad kuulutasid eriolukorra. Seega, Trumpi suhtumine olukorra tõsidusse muutus – ta sulges piirid eurooplastele, kuulutus üleriigilise eriolukorra, eraldas raha viiruse leviku peatamiseks, toetas riigi-ja erasektori koostööd ja lubas laiendada testimisvõimalusi.Tulemused on siiamaani olnud oodatust kehvemad.  Presidendi sõnul pidi Google arendama veebilehe, mis võimaldaks inimestel jälgida oma sümptomeid ja vajadusel suunaks nad lähimasse testimispunkti. Hiljem selgus, et taoline projekt on alles algstaadiumis ja Google enda sõnul ei ole veebilehekülg jätkusuutlik lahendus. Samal ajal on Euroopast koju tulevate USA kodanike testimine lennujaamades tekitanud ülerahvastatud pikad järjekorrad, kus riskikolletest naasnud kodanikud võivad kergesti nakatuda.Kokkuvõttes, Ameerika valitsuse reaktsioon viirusele on olnud hiline ja ebapiisav. Erasektor, ülikoolid ja osariigid on olnud märgatavalt vastutustundlikumad, korraldades karantiine ja efektiivseid hariduskampaaniaid. Samal ajal, Trumpi valitsuse suhtumise tervishoiuorganitesse on tekitanud olukorra, kus haiglad ja kodanikud ei ole saanud aega, et kriisiks valmistuda. Tervishoiu eest vastutavate riigiorganite nõrgestamine ja Trumpi hiline reaktsioon vähendasid testimisvõimalusi ja kiirendasid viiruse levikut. Seega, USA allergia ja nakkushaiguste instituudi esimehe sõnul on kõige halvem alles ees.HINNANG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15031;15031;15030;Bangladesh saatis kolmanda rühma rohingjasid ohtlikule saarele;https://www.postimees.ee/7167209/bangladesh-saatis-kolmanda-ruhma-rohingjasid-ohtlikule-saarele;Maailm;29.01.2021, 07:48 ;Bangladeshi võimud saatsid reedel kolmanda rühma rohingja põgenikke Bengali lahes asuvale saarele, ehkki inimõiguste kaitsjad kutsusid üles inimeste ümberpaigutamist peatama.Reede hommikul alustas 1778 seni Cox Bazari piirkonna tihedalt täidetud laagrites elanud põgenikku neljal mereväealusel Chattogrami sadamast teekonda Bhasan Chari saarele, teatas Bangladeshi mereväeülem Mozammel Haque.Umbes 4000 inimest saadeti Bhasan Chari saarele detsembris ning võimud peavad võimalikuks paigutada sinna 100 000 põgenikku.Inimõigusorganisatsioonid ja ÜRO on kutsunud Bangladeshi loobuma põgenike viimisest ohtlikule mudasaarele, sest tulvad ujutavad selle regulaarselt üle.Bangladeshil on tulnud vastu võtta ligi miljon Myanmarist põgenema sunnitud islamiusku rohingjat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21944;21944;21942;Koroona piirab linnades aastavahetuse tulevärki;https://www.postimees.ee/7134153/koroona-piirab-linnades-aastavahetuse-tulevarki;Tartu Postimees;16.12.2020, 00:00 ;Kümnendi viimane aastavahetus tuleb paljudes linnades ja vallakeskustes tavapärasest erinev. Mitmed omavalitsused on viiruse leviku tõkestamiseks traditsioonilise ilutulestiku korraldamisest loobunud või otsustavad selle toimumise viimasel hetkel.Tartu linnavalitsus pole veel lõplikku otsust langetanud, kas aastaarv vahetub ilutulestiku saatel või ei. Praegu on seis selline, et linnavalitsuse eelarvest on eraldatud ligi 4500 eurot ilutulestiku korraldamiseks. Kui plaan jääb jõusse, laseb ilutulestiku Emajõe kaldalt, endise Atlantise ööklubi, praegu Shaté tantsukooli maja juurest taevasse osaühing Triplex Eesti.Loobuti ka laseritest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55460;55460;55120;McGregor peab end paremuselt läbi aegade teiseks vabavõitlejaks;https://www.postimees.ee/6980462/mcgregor-peab-end-paremuselt-labi-aegade-teiseks-vabavoitlejaks;Võitlussport;23.05.2020, 21:28 ;Iiri vabavõitleja Conor McGregor tuli välja avaldusega, kus ta paigutab end oma spordiala läbi aegade edetabelis teisele kohale. Ta lubab, et karjääri lõpetades tõuseb ta siiski parimaks.McGregor tõdes, et jääb tänasel päeval alla ainult Brasiilia võitlejale Anderson Silvale. Karjääri lõpetades peaks ta siiski Silvast kerge vaevaga mööduma.Oma oskustega kahes erinevas kaaluklassis ning ühe meistritiitliga võib Anderson Silvat pidada läbi aegade parimaks vabavõitlejaks, sõnas McGregor sotsiaalmeedias. Minul on ette näidata kahe kaaluklassi meistritiitlid ja osalemine koguni kolmes. Kui ma hetkel olen teisel kohal, siis peagi tõusen lihtsa vaevaga esimeseks.McGregor on karjääri jooksul ringi astunud 26 korda ja võidukalt väljunud nendest 22 lahingust. Olen endiselt aktiivne ja kindlasti lisandub mulle veel üks tiitel, kõneles McGregor enesekindlalt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14245;14245;14244;Karantiinist pääsenud Kontaveit alustas Austraalias veenva võiduga;https://www.postimees.ee/7170788/karantiinist-paasenud-kontaveit-alustas-austraalias-veenva-voiduga;Tennis;3.02.2021, 05:15 ;Melbourne'is kaks nädalat hotellis lõksus olnud Anett Kontaveit sai lõpuks võistlusmänguks platsile. Grampians Trophy WTA 500 kategooria turniiri avaringis alistas ta ameeriklanna Christina McHale'i (WTA 82.) kindlalt 6:1, 6:3.Vaatamata keerulisele perioodile alustas Eesti esireket hästi. Ta loovutas avasetis vastasele vaid ühe geimi, olles oma pallingul kindel. Kontaveidi üleolekust andis tunnistust tõik, et umbes pool tundi kestnud vaatuses ei teeninud McHale ainsatki murdepalli. Päris lihtsat jalutuskäiku siiski ei tulnud. Hooaja esimest turniiri mänginud ameeriklanna jäi küll teises setis kiirest 0:2 tagaajaks, ent jätkas võitlust. Geimid venisid oluliselt pikemaks ja punktid võrdsemaks. Kontaveit oli lähedal 4:1 eduseisule, kuid järgmisel hetkel säras tablool juba 3:3. Viimaks sai McHale kätte esimese murde, ent loovutas kohe järgmise geimi ja andis ohjad taas vastasele. Kontaveit enam tagasi ei vaadanud, pannes oma paremuse maksma 6:3.Kohtumine kestis veidi alla pooleteist tunni. Jäi silma, et kuigi teises setis oli mäng võrdsem, siis eestlanna kontrollis sündmuste kulgu. Kui oli tarvis lülitas ta teise käigu sisse. Vorm on kindlasti hea! Statistika (McHale - Kontaveit):Austraalia lahtiste soojendusturniiri teises ringis kohtub Kontaveit ameeriklanna Bethanie Mattek-Sandsiga (WTA 339.), kes alistas 7:6(3), 6:2 Barbora Strycova (WTA 38.). Kohtumine toimub homme hommikul.Enne mänguTurniir lisati kalendrisse alles hiljuti. Eelkõige mõeldi nendele tennisistidele, kes pidid Austraaliasse jõudes hotelli lauskarantiini jääma. Nende hulka kuulusid ka Kontaveit ja McHale. Teistel Melbourne'i turniiridel osalevad sportlased, kes polnud kuidagi koroonaviirusega seotud, said kahe nädala jooksul iga päev viis tundi treenida. Nende seas oli näiteks ka Kaia Kanepi, kes võistleb Gippsland Trophy'l.    View this post on Instagram           A post shared by Anett Kontaveit (@anett_kontaveit)  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60619;60619;60277;Missouri osariik kaebas Hiina juhid koroonaviiruse tõttu kohtusse;https://www.postimees.ee/6956168/missouri-osariik-kaebas-hiina-juhid-koroonaviiruse-tottu-kohtusse;Maailm;22.04.2020, 16:51 ;USA Missouri osariik kaebas Hiina juhid koroonaviiruse tõttu kohtusse, saades kolmapäeval vastuseks Pekingi pahameelepuhangu.Missouri nõuab kahjutasu Hiina väidetava sihiliku pettuse ja viiruse leviku ebapiisava tõkestamise eest.Osariigi esimene sellelaadne hagi esitati olukorras, kus ka USA kongress nõuab Hiina karistamist ja president Donald Trump püüab keskenduda Pekingi rollile pandeemias, et pääseda kriitikast omaenda tegevusetuse aadressil.Missouri, kus võimul on Trumpi vabariiklased, esitas hagi föderaalkohtule ning nõuab täpsustamata ulatuses kahjutasu ning tõkendit Hiina tegevuse jätkamisele.Hiina valitsus valetas maailmale COVID-19 ohtude ja nakkava iseloomu kohta, vaigistas vilepuhujad ega näinud vaeva haiguse leviku peatamiseks, ütles Missouri peaprokurör Eric Schmitt.Nad tuleb oma tegude eest vastutusele võtta.Missouri esitas hagi Hiina Kommunistliku Partei vastu põhjendusega, et ametlikult ei ole see riigiorgan.Need niinimetatud süüdistused, millele ei ole faktilist ega juriidilist alust, on absurdsed, ütles Hiina välisministeeriumi pressiesindaja vastuseks.Hiina valitsus on puhangu algusest saadik tegutsenud avatult, läbipaistvalt ja vastutustundlikult.Missouris oli teisipäevase seisuga registreeritud 189 COVID-19 surmajuhtumit.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34326;34326;33988;Homme selgub, kas Türki saab puhkama lennata;https://www.postimees.ee/7079820/homme-selgub-kas-turki-saab-puhkama-lennata;Eesti;7.10.2020, 00:01 ;Sotsiaalminister Tanel Kiik (KE) tunnistas eile Postimehe otsestuudios, et reisifirmad on valitsuse vastukäivate lennupiirangute otsuste tõttu hammasrataste vahele jäänud.Kui peaminister Jüri Ratasel ja välisminister Urmas Reinsalul oli vaja Estonia katastroofi filmi tõttu teha äkkvisiit Rootsi ja Soome, võeti tšarterlendudelt piirangud maha ja turismifirmad hakkasid müüma otsereise Türki. Kuni 1. oktoobril uus keeld peale pandi. Mis toimus?Turismifirmadest saan ma väga hästi aru. Loomulikult on see sektor rohkem löögi all, nemad soovivad leiba teenida ja oma tegevust planeerida. See on ka põhjus, miks valitsus arutab sel neljapäeval kõiki lennupiirangutega seonduvaid küsimusi. Tõsi on see, et praegu jäid konkreetsed ettevõtjad ilmselt mõnes mõttes hammasrataste vahele seetõttu, et valitsus polnud jõudnud veel püsivat seisukohta kujundada. Ent ajutise erandi põhjal ei saa teha pikaajalisi järeldusi. Ajutine erand tõesti tehti, kuna tegemist oli kriitiliselt olulise lennuga, mitte puhkusereisiga.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44259;44259;43920;Koroonakolde alguspunktiks olnud ööklubi töötajatest on testitud vaid kolmandik;https://www.postimees.ee/7033266/koroonakolde-alguspunktiks-olnud-ooklubi-tootajatest-on-testitud-vaid-kolmandik;Tartu Postimees;5.08.2020, 19:00 ;Koroonaviiruse uus laine sai teadaolevalt alguse tartlannast, kes haigena käis 18. juulil mitmes asutuses, sealhulgas ööklubis Vabank. Sealt alates ongi uut koroonakollet hüütud Vabanki koldeks, sest peolt läks viirus liikvele ja on nüüd lisaks Tartule jõudnud mitmesse teise Eesti piirkonda. Ehkki nakatumise võimalus eelnimetatud peol oli suur, kinnitab Vabanki juhataja Berta Mürk, et seni pole ühelgi nende töötajal koroonaviirust tuvastatud.Mürk ei osanud Tartu Postimehele täpselt öelda, mitu nende töötajat on käinud koroonatesti tegemas, kuid avaldas veendumust, et testitud on umbes kolmandik kollektiivist. Testi on seni teinud need, kes on seda ise tahtnud, ütles ta.Samas lisas Mürk, et hiljuti muutsid nad testimise rangelt soovituslikuks ning lähiajal testitakse ka neid, kel pole mingit haiguskahtlust ega -sümptomeid. Ega keegi vabatahtlikult seda pulka endale ninna taha, kommenteeris juhataja muudatuse tagamaad.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67571;67571;67228;Kotkas munes kaamera ette muna;https://www.postimees.ee/6922720/kotkas-munes-kaamera-ette-muna;Eesti;14.03.2020, 00:02 ;Pärast paari aastat nurjunud katsetusi jälgida kaamera vahendusel kaljukotka pesitsemist kroonis Kotkaklubi ettevõtmist edu: kotkas munes kaameraga varustatud pessa esimese muna.Varem pole meil kaljukotka ehk maakotka pesakaameras veel õnnestunud õiget pesitsemist näha, nüüd on lootust, sest kolmapäeva pealelõunal munes emalind vihmasajus esimese muna ja loodetavasti pesitsemine õnnestub, andis teada Kotkaklubi liige Urmas Sellis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
